Factor,feature,Portion,Design,n_simulation,N
X1,X1,0.11241103393756331,Space filling (16),724,16
X2,X2,0.4954930583248025,Space filling (16),724,16
X3 (non-informative),X3,0.15907339492170197,Space filling (16),724,16
Random Normal,Random Normal,0.2330225128159322,Space filling (16),724,16
X1,X1,0.19645214661937058,Space filling (16),725,16
X2,X2,0.48615156809854804,Space filling (16),725,16
X3 (non-informative),X3,0.0934137769656298,Space filling (16),725,16
Random Normal,Random Normal,0.22398250831645156,Space filling (16),725,16
X1,X1,0.14100749639591836,Space filling (16),726,16
X2,X2,0.5499609896225114,Space filling (16),726,16
X3 (non-informative),X3,0.07867833460191588,Space filling (16),726,16
Random Normal,Random Normal,0.23035317937965433,Space filling (16),726,16
X1,X1,0.19372064392624,Space filling (16),727,16
X2,X2,0.5460553804065751,Space filling (16),727,16
X3 (non-informative),X3,0.1494820838116521,Space filling (16),727,16
Random Normal,Random Normal,0.11074189185553276,Space filling (16),727,16
X1,X1,0.10613633283729298,Space filling (16),728,16
X2,X2,0.4828307759111396,Space filling (16),728,16
X3 (non-informative),X3,0.12438581777428977,Space filling (16),728,16
Random Normal,Random Normal,0.28664707347727764,Space filling (16),728,16
X1,X1,0.13639114535961458,Space filling (16),729,16
X2,X2,0.5843577075607194,Space filling (16),729,16
X3 (non-informative),X3,0.13187268916747197,Space filling (16),729,16
Random Normal,Random Normal,0.14737845791219412,Space filling (16),729,16
X1,X1,0.1689582401421243,Space filling (16),730,16
X2,X2,0.5860480459251196,Space filling (16),730,16
X3 (non-informative),X3,0.02872185642504595,Space filling (16),730,16
Random Normal,Random Normal,0.21627185750771008,Space filling (16),730,16
X1,X1,0.1931642469967425,Space filling (16),731,16
X2,X2,0.5274167727987227,Space filling (16),731,16
X3 (non-informative),X3,0.14381323683615535,Space filling (16),731,16
Random Normal,Random Normal,0.13560574336837944,Space filling (16),731,16
X1,X1,0.13776257514565,Space filling (16),732,16
X2,X2,0.5175621045541609,Space filling (16),732,16
X3 (non-informative),X3,0.10999863485074288,Space filling (16),732,16
Random Normal,Random Normal,0.23467668544944628,Space filling (16),732,16
X1,X1,0.14064799588779095,Space filling (16),733,16
X2,X2,0.5123987819301747,Space filling (16),733,16
X3 (non-informative),X3,0.11276810623405686,Space filling (16),733,16
Random Normal,Random Normal,0.23418511594797742,Space filling (16),733,16
X1,X1,0.21134078994645714,Space filling (16),734,16
X2,X2,0.5137562436725476,Space filling (16),734,16
X3 (non-informative),X3,0.10494661843599373,Space filling (16),734,16
Random Normal,Random Normal,0.16995634794500153,Space filling (16),734,16
X1,X1,0.15804004008865571,Space filling (16),735,16
X2,X2,0.5496949047641244,Space filling (16),735,16
X3 (non-informative),X3,0.12349605649686501,Space filling (16),735,16
Random Normal,Random Normal,0.16876899865035488,Space filling (16),735,16
X1,X1,0.10777557713615211,Space filling (16),736,16
X2,X2,0.4921316239135557,Space filling (16),736,16
X3 (non-informative),X3,0.10196504918861443,Space filling (16),736,16
Random Normal,Random Normal,0.2981277497616778,Space filling (16),736,16
X1,X1,0.16743846187595054,Space filling (16),737,16
X2,X2,0.5454397849161858,Space filling (16),737,16
X3 (non-informative),X3,0.17304356987540406,Space filling (16),737,16
Random Normal,Random Normal,0.11407818333245956,Space filling (16),737,16
X1,X1,0.18354711926273437,Space filling (16),738,16
X2,X2,0.590096773163007,Space filling (16),738,16
X3 (non-informative),X3,0.1500164207958772,Space filling (16),738,16
Random Normal,Random Normal,0.07633968677838142,Space filling (16),738,16
X1,X1,0.15074331023940835,Space filling (16),739,16
X2,X2,0.5848827166817154,Space filling (16),739,16
X3 (non-informative),X3,0.14464896681399841,Space filling (16),739,16
Random Normal,Random Normal,0.11972500626487785,Space filling (16),739,16
X1,X1,0.16278776395544606,Space filling (16),740,16
X2,X2,0.5523421449050685,Space filling (16),740,16
X3 (non-informative),X3,0.15177480883409042,Space filling (16),740,16
Random Normal,Random Normal,0.13309528230539497,Space filling (16),740,16
X1,X1,0.1690213503484663,Space filling (16),741,16
X2,X2,0.5690029008585397,Space filling (16),741,16
X3 (non-informative),X3,0.17473452208600987,Space filling (16),741,16
Random Normal,Random Normal,0.08724122670698417,Space filling (16),741,16
X1,X1,0.15051942885252112,Space filling (16),742,16
X2,X2,0.5716942798107971,Space filling (16),742,16
X3 (non-informative),X3,0.15885832283128648,Space filling (16),742,16
Random Normal,Random Normal,0.11892796850539526,Space filling (16),742,16
X1,X1,0.15811237168204145,Space filling (16),743,16
X2,X2,0.46815427192979886,Space filling (16),743,16
X3 (non-informative),X3,0.14577708772171818,Space filling (16),743,16
Random Normal,Random Normal,0.2279562686664415,Space filling (16),743,16
X1,X1,0.17980613831875564,Space filling (16),744,16
X2,X2,0.6034041580917379,Space filling (16),744,16
X3 (non-informative),X3,0.14896948059307777,Space filling (16),744,16
Random Normal,Random Normal,0.06782022299642874,Space filling (16),744,16
X1,X1,0.13493404455134103,Space filling (16),745,16
X2,X2,0.526899307251636,Space filling (16),745,16
X3 (non-informative),X3,0.1426187444175162,Space filling (16),745,16
Random Normal,Random Normal,0.19554790377950676,Space filling (16),745,16
X1,X1,0.08887136312272476,Space filling (16),746,16
X2,X2,0.2930570121141327,Space filling (16),746,16
X3 (non-informative),X3,0.039437702514557624,Space filling (16),746,16
Random Normal,Random Normal,0.5786339222485849,Space filling (16),746,16
X1,X1,0.15177835449965596,Space filling (16),747,16
X2,X2,0.6174120296401826,Space filling (16),747,16
X3 (non-informative),X3,0.15329220750954559,Space filling (16),747,16
Random Normal,Random Normal,0.07751740835061585,Space filling (16),747,16
X1,X1,0.19694064487910612,Space filling (16),748,16
X2,X2,0.5246301979467151,Space filling (16),748,16
X3 (non-informative),X3,0.16362078458734539,Space filling (16),748,16
Random Normal,Random Normal,0.11480837258683338,Space filling (16),748,16
X1,X1,0.1413917728864475,Space filling (16),749,16
X2,X2,0.6001693253989154,Space filling (16),749,16
X3 (non-informative),X3,0.14379079990601226,Space filling (16),749,16
Random Normal,Random Normal,0.11464810180862478,Space filling (16),749,16
X1,X1,0.11369701106066732,Space filling (16),750,16
X2,X2,0.38814721720996204,Space filling (16),750,16
X3 (non-informative),X3,0.15952603836888726,Space filling (16),750,16
Random Normal,Random Normal,0.33862973336048335,Space filling (16),750,16
X1,X1,0.1629801762499612,Space filling (16),751,16
X2,X2,0.5655590566303652,Space filling (16),751,16
X3 (non-informative),X3,0.13458189314777616,Space filling (16),751,16
Random Normal,Random Normal,0.13687887397189746,Space filling (16),751,16
X1,X1,0.19649920250911837,Space filling (16),752,16
X2,X2,0.5413222393900733,Space filling (16),752,16
X3 (non-informative),X3,0.13704681354958392,Space filling (16),752,16
Random Normal,Random Normal,0.1251317445512244,Space filling (16),752,16
X1,X1,0.17057660101179759,Space filling (16),753,16
X2,X2,0.5688241726970052,Space filling (16),753,16
X3 (non-informative),X3,0.159870894906185,Space filling (16),753,16
Random Normal,Random Normal,0.10072833138501217,Space filling (16),753,16
X1,X1,0.15891080884283693,Space filling (16),754,16
X2,X2,0.5156807732816892,Space filling (16),754,16
X3 (non-informative),X3,0.11539499600438637,Space filling (16),754,16
Random Normal,Random Normal,0.21001342187108757,Space filling (16),754,16
X1,X1,0.1631425585311147,Space filling (16),755,16
X2,X2,0.49832177056123494,Space filling (16),755,16
X3 (non-informative),X3,0.19164510011495425,Space filling (16),755,16
Random Normal,Random Normal,0.1468905707926961,Space filling (16),755,16
X1,X1,0.1599095961756549,Space filling (16),756,16
X2,X2,0.5905057661595134,Space filling (16),756,16
X3 (non-informative),X3,0.14734672812330937,Space filling (16),756,16
Random Normal,Random Normal,0.10223790954152233,Space filling (16),756,16
X1,X1,0.12554096547865518,Space filling (16),757,16
X2,X2,0.6479203185370301,Space filling (16),757,16
X3 (non-informative),X3,0.16075255084083961,Space filling (16),757,16
Random Normal,Random Normal,0.06578616514347509,Space filling (16),757,16
X1,X1,0.10683295658123436,Space filling (16),758,16
X2,X2,0.4212115006882703,Space filling (16),758,16
X3 (non-informative),X3,0.13720363572807073,Space filling (16),758,16
Random Normal,Random Normal,0.33475190700242463,Space filling (16),758,16
X1,X1,0.16569503061482,Space filling (16),759,16
X2,X2,0.5488614265031139,Space filling (16),759,16
X3 (non-informative),X3,0.11993538645306118,Space filling (16),759,16
Random Normal,Random Normal,0.165508156429005,Space filling (16),759,16
X1,X1,0.17731189314510876,Space filling (16),760,16
X2,X2,0.6350150653890706,Space filling (16),760,16
X3 (non-informative),X3,0.08529457996170957,Space filling (16),760,16
Random Normal,Random Normal,0.10237846150411108,Space filling (16),760,16
X1,X1,0.13524046203127782,Space filling (16),761,16
X2,X2,0.4426551121231247,Space filling (16),761,16
X3 (non-informative),X3,0.110230445968507,Space filling (16),761,16
Random Normal,Random Normal,0.3118739798770905,Space filling (16),761,16
X1,X1,0.16002960219896512,Space filling (16),762,16
X2,X2,0.4732318614425575,Space filling (16),762,16
X3 (non-informative),X3,0.10824295238300592,Space filling (16),762,16
Random Normal,Random Normal,0.25849558397547145,Space filling (16),762,16
X1,X1,0.1320299461627394,Space filling (16),763,16
X2,X2,0.5640376196301264,Space filling (16),763,16
X3 (non-informative),X3,0.10246956391920631,Space filling (16),763,16
Random Normal,Random Normal,0.2014628702879279,Space filling (16),763,16
X1,X1,0.12157801692806525,Space filling (16),764,16
X2,X2,0.44608424495420657,Space filling (16),764,16
X3 (non-informative),X3,0.14885369693610975,Space filling (16),764,16
Random Normal,Random Normal,0.2834840411816184,Space filling (16),764,16
X1,X1,0.17460993097398148,Space filling (16),765,16
X2,X2,0.4958660932061004,Space filling (16),765,16
X3 (non-informative),X3,0.1609305241408657,Space filling (16),765,16
Random Normal,Random Normal,0.1685934516790524,Space filling (16),765,16
X1,X1,0.15685362784322562,Space filling (16),766,16
X2,X2,0.4699759767804111,Space filling (16),766,16
X3 (non-informative),X3,0.10073603894522751,Space filling (16),766,16
Random Normal,Random Normal,0.2724343564311358,Space filling (16),766,16
X1,X1,0.15503181762409285,Space filling (16),767,16
X2,X2,0.4521474552899072,Space filling (16),767,16
X3 (non-informative),X3,0.09868793323618012,Space filling (16),767,16
Random Normal,Random Normal,0.29413279384981983,Space filling (16),767,16
X1,X1,0.15434693437622257,Space filling (16),768,16
X2,X2,0.521481381680819,Space filling (16),768,16
X3 (non-informative),X3,0.16723626514327308,Space filling (16),768,16
Random Normal,Random Normal,0.15693541879968528,Space filling (16),768,16
X1,X1,0.10354916157352302,Space filling (16),769,16
X2,X2,0.4463563214031389,Space filling (16),769,16
X3 (non-informative),X3,0.20684910275839097,Space filling (16),769,16
Random Normal,Random Normal,0.24324541426494706,Space filling (16),769,16
X1,X1,0.21402927640389166,Space filling (16),770,16
X2,X2,0.47120431059111473,Space filling (16),770,16
X3 (non-informative),X3,0.1303727205632853,Space filling (16),770,16
Random Normal,Random Normal,0.1843936924417083,Space filling (16),770,16
X1,X1,0.1598505222325875,Space filling (16),771,16
X2,X2,0.41004530399598194,Space filling (16),771,16
X3 (non-informative),X3,0.1118072625844529,Space filling (16),771,16
Random Normal,Random Normal,0.31829691118697767,Space filling (16),771,16
X1,X1,0.11995965262338135,Space filling (16),772,16
X2,X2,0.5367506769182828,Space filling (16),772,16
X3 (non-informative),X3,0.14983172024416452,Space filling (16),772,16
Random Normal,Random Normal,0.1934579502141713,Space filling (16),772,16
X1,X1,0.17913817562010173,Space filling (16),773,16
X2,X2,0.5987197472245752,Space filling (16),773,16
X3 (non-informative),X3,0.10398084766775172,Space filling (16),773,16
Random Normal,Random Normal,0.11816122948757131,Space filling (16),773,16
X1,X1,0.19671158222533694,Space filling (16),774,16
X2,X2,0.5210484769176816,Space filling (16),774,16
X3 (non-informative),X3,0.1237215101256626,Space filling (16),774,16
Random Normal,Random Normal,0.1585184307313188,Space filling (16),774,16
X1,X1,0.14033311980673896,Space filling (16),775,16
X2,X2,0.5096776688151708,Space filling (16),775,16
X3 (non-informative),X3,0.13584626144506579,Space filling (16),775,16
Random Normal,Random Normal,0.21414294993302443,Space filling (16),775,16
X1,X1,0.17617409919537827,Space filling (16),776,16
X2,X2,0.5331339285178954,Space filling (16),776,16
X3 (non-informative),X3,0.14861317195753537,Space filling (16),776,16
Random Normal,Random Normal,0.1420788003291909,Space filling (16),776,16
X1,X1,0.16372390802072787,Space filling (16),777,16
X2,X2,0.5979962079790462,Space filling (16),777,16
X3 (non-informative),X3,0.13138953352503313,Space filling (16),777,16
Random Normal,Random Normal,0.10689035047519281,Space filling (16),777,16
X1,X1,0.1438917451397401,Space filling (16),778,16
X2,X2,0.599975928043592,Space filling (16),778,16
X3 (non-informative),X3,0.1311428998770342,Space filling (16),778,16
Random Normal,Random Normal,0.12498942693963366,Space filling (16),778,16
X1,X1,0.15466715049872207,Space filling (16),779,16
X2,X2,0.43091803373524196,Space filling (16),779,16
X3 (non-informative),X3,0.13508845139718922,Space filling (16),779,16
Random Normal,Random Normal,0.2793263643688468,Space filling (16),779,16
X1,X1,0.14413828366241827,Space filling (16),780,16
X2,X2,0.512220310839588,Space filling (16),780,16
X3 (non-informative),X3,0.1420583415995693,Space filling (16),780,16
Random Normal,Random Normal,0.20158306389842454,Space filling (16),780,16
X1,X1,0.15001096821727244,Space filling (16),781,16
X2,X2,0.5831145964660551,Space filling (16),781,16
X3 (non-informative),X3,0.12390484950091492,Space filling (16),781,16
Random Normal,Random Normal,0.1429695858157575,Space filling (16),781,16
X1,X1,0.17894667850643597,Space filling (16),782,16
X2,X2,0.5548227365116255,Space filling (16),782,16
X3 (non-informative),X3,0.09637084818259614,Space filling (16),782,16
Random Normal,Random Normal,0.16985973679934238,Space filling (16),782,16
X1,X1,0.1858134511701571,Space filling (16),783,16
X2,X2,0.6369449165801082,Space filling (16),783,16
X3 (non-informative),X3,0.12045183224023559,Space filling (16),783,16
Random Normal,Random Normal,0.056789800009499056,Space filling (16),783,16
X1,X1,0.13199310036265294,Space filling (16),784,16
X2,X2,0.5209408345970462,Space filling (16),784,16
X3 (non-informative),X3,0.1293445031020292,Space filling (16),784,16
Random Normal,Random Normal,0.21772156193827172,Space filling (16),784,16
X1,X1,0.1714150256917658,Space filling (16),785,16
X2,X2,0.5548217856257486,Space filling (16),785,16
X3 (non-informative),X3,0.15550217456497833,Space filling (16),785,16
Random Normal,Random Normal,0.11826101411750724,Space filling (16),785,16
X1,X1,0.21057357245407843,Space filling (16),786,16
X2,X2,0.5380835835870016,Space filling (16),786,16
X3 (non-informative),X3,0.16144684159686246,Space filling (16),786,16
Random Normal,Random Normal,0.08989600236205748,Space filling (16),786,16
X1,X1,0.1666890877769084,Space filling (16),787,16
X2,X2,0.549682855042785,Space filling (16),787,16
X3 (non-informative),X3,0.15635438361503395,Space filling (16),787,16
Random Normal,Random Normal,0.1272736735652726,Space filling (16),787,16
X1,X1,0.15956873722320142,Space filling (16),788,16
X2,X2,0.49502822931737006,Space filling (16),788,16
X3 (non-informative),X3,0.1449556517019704,Space filling (16),788,16
Random Normal,Random Normal,0.2004473817574581,Space filling (16),788,16
X1,X1,0.1202320527428428,Space filling (16),789,16
X2,X2,0.5246008294651648,Space filling (16),789,16
X3 (non-informative),X3,0.10818015472284302,Space filling (16),789,16
Random Normal,Random Normal,0.24698696306914933,Space filling (16),789,16
X1,X1,0.18769932451261873,Space filling (16),790,16
X2,X2,0.5144736276488705,Space filling (16),790,16
X3 (non-informative),X3,0.10866668457349525,Space filling (16),790,16
Random Normal,Random Normal,0.18916036326501556,Space filling (16),790,16
X1,X1,0.15192396026099847,Space filling (16),791,16
X2,X2,0.5586625051282664,Space filling (16),791,16
X3 (non-informative),X3,0.1623967567366694,Space filling (16),791,16
Random Normal,Random Normal,0.12701677787406573,Space filling (16),791,16
X1,X1,0.1669897764516572,Space filling (16),792,16
X2,X2,0.5696579890354614,Space filling (16),792,16
X3 (non-informative),X3,0.13580388791052952,Space filling (16),792,16
Random Normal,Random Normal,0.12754834660235184,Space filling (16),792,16
X1,X1,0.19297899964485402,Space filling (16),793,16
X2,X2,0.5364129175324438,Space filling (16),793,16
X3 (non-informative),X3,0.1260498954825751,Space filling (16),793,16
Random Normal,Random Normal,0.14455818734012704,Space filling (16),793,16
X1,X1,0.12327259938547361,Space filling (16),794,16
X2,X2,0.5153852520411453,Space filling (16),794,16
X3 (non-informative),X3,0.12548702708310963,Space filling (16),794,16
Random Normal,Random Normal,0.23585512149027152,Space filling (16),794,16
X1,X1,0.0307901568962831,Space filling (16),795,16
X2,X2,0.5756236241025084,Space filling (16),795,16
X3 (non-informative),X3,0.17503991883203962,Space filling (16),795,16
Random Normal,Random Normal,0.21854630016916884,Space filling (16),795,16
X1,X1,0.1768442687053705,Space filling (16),796,16
X2,X2,0.5497097664008568,Space filling (16),796,16
X3 (non-informative),X3,0.13247197499893515,Space filling (16),796,16
Random Normal,Random Normal,0.1409739898948376,Space filling (16),796,16
X1,X1,0.1855369814822821,Space filling (16),797,16
X2,X2,0.6249912966601587,Space filling (16),797,16
X3 (non-informative),X3,0.11189477109989918,Space filling (16),797,16
Random Normal,Random Normal,0.07757695075766004,Space filling (16),797,16
X1,X1,0.13707828267957414,Space filling (16),798,16
X2,X2,0.4751717413936736,Space filling (16),798,16
X3 (non-informative),X3,0.1403720303548463,Space filling (16),798,16
Random Normal,Random Normal,0.24737794557190596,Space filling (16),798,16
X1,X1,0.13769062522053907,Space filling (16),799,16
X2,X2,0.493575687617486,Space filling (16),799,16
X3 (non-informative),X3,0.15866864231069153,Space filling (16),799,16
Random Normal,Random Normal,0.2100650448512834,Space filling (16),799,16
X1,X1,0.19112755957749378,Space filling (16),800,16
X2,X2,0.5336130215321984,Space filling (16),800,16
X3 (non-informative),X3,0.12870984833631627,Space filling (16),800,16
Random Normal,Random Normal,0.14654957055399156,Space filling (16),800,16
X1,X1,0.12554205091812096,Space filling (16),801,16
X2,X2,0.5673903606069285,Space filling (16),801,16
X3 (non-informative),X3,0.10109929069635222,Space filling (16),801,16
Random Normal,Random Normal,0.2059682977785984,Space filling (16),801,16
X1,X1,0.19590387514463262,Space filling (16),802,16
X2,X2,0.5190734737548176,Space filling (16),802,16
X3 (non-informative),X3,0.1577060342518769,Space filling (16),802,16
Random Normal,Random Normal,0.12731661684867282,Space filling (16),802,16
X1,X1,0.14500729321565092,Space filling (16),803,16
X2,X2,0.5216396054423048,Space filling (16),803,16
X3 (non-informative),X3,0.13498340573044365,Space filling (16),803,16
Random Normal,Random Normal,0.1983696956116006,Space filling (16),803,16
X1,X1,0.17720313348624445,Space filling (16),804,16
X2,X2,0.5169521775381509,Space filling (16),804,16
X3 (non-informative),X3,0.15330388962951247,Space filling (16),804,16
Random Normal,Random Normal,0.1525407993460921,Space filling (16),804,16
X1,X1,0.11191791522128391,Space filling (16),805,16
X2,X2,0.4849999723928428,Space filling (16),805,16
X3 (non-informative),X3,0.12624340230590772,Space filling (16),805,16
Random Normal,Random Normal,0.2768387100799655,Space filling (16),805,16
X1,X1,0.16941576989141974,Space filling (16),806,16
X2,X2,0.5412789790423344,Space filling (16),806,16
X3 (non-informative),X3,0.16332796270550967,Space filling (16),806,16
Random Normal,Random Normal,0.12597728836073627,Space filling (16),806,16
X1,X1,0.07930206239345833,Space filling (16),807,16
X2,X2,0.29807415675829885,Space filling (16),807,16
X3 (non-informative),X3,0.1595443159258286,Space filling (16),807,16
Random Normal,Random Normal,0.4630794649224142,Space filling (16),807,16
X1,X1,0.14360581989909404,Space filling (16),808,16
X2,X2,0.5531432017324597,Space filling (16),808,16
X3 (non-informative),X3,0.16020696460304046,Space filling (16),808,16
Random Normal,Random Normal,0.14304401376540582,Space filling (16),808,16
X1,X1,0.12162262052954488,Space filling (16),809,16
X2,X2,0.5550824389994817,Space filling (16),809,16
X3 (non-informative),X3,0.13716160783558368,Space filling (16),809,16
Random Normal,Random Normal,0.1861333326353897,Space filling (16),809,16
X1,X1,0.15748649857036098,Space filling (16),810,16
X2,X2,0.5864575967260169,Space filling (16),810,16
X3 (non-informative),X3,0.16112495932092152,Space filling (16),810,16
Random Normal,Random Normal,0.09493094538270054,Space filling (16),810,16
X1,X1,0.17873997404935865,Space filling (16),811,16
X2,X2,0.6262108961329778,Space filling (16),811,16
X3 (non-informative),X3,0.1027778854167227,Space filling (16),811,16
Random Normal,Random Normal,0.09227124440094084,Space filling (16),811,16
X1,X1,0.08827785166028518,Space filling (16),812,16
X2,X2,0.35652584221381584,Space filling (16),812,16
X3 (non-informative),X3,0.09460389819759327,Space filling (16),812,16
Random Normal,Random Normal,0.46059240792830575,Space filling (16),812,16
X1,X1,0.14395762632379108,Space filling (16),813,16
X2,X2,0.5754436358965427,Space filling (16),813,16
X3 (non-informative),X3,0.129898766693991,Space filling (16),813,16
Random Normal,Random Normal,0.1506999710856753,Space filling (16),813,16
X1,X1,0.11313113987421164,Space filling (16),814,16
X2,X2,0.5246532463869419,Space filling (16),814,16
X3 (non-informative),X3,0.11924411001861965,Space filling (16),814,16
Random Normal,Random Normal,0.24297150372022683,Space filling (16),814,16
X1,X1,0.21951915882280618,Space filling (16),815,16
X2,X2,0.5417335513572177,Space filling (16),815,16
X3 (non-informative),X3,0.15524308475155607,Space filling (16),815,16
Random Normal,Random Normal,0.08350420506842009,Space filling (16),815,16
X1,X1,0.2092989360935908,Space filling (16),816,16
X2,X2,0.46622363804175265,Space filling (16),816,16
X3 (non-informative),X3,0.12579371122324223,Space filling (16),816,16
Random Normal,Random Normal,0.19868371464141432,Space filling (16),816,16
X1,X1,0.2137737360950764,Space filling (16),817,16
X2,X2,0.5771182940720455,Space filling (16),817,16
X3 (non-informative),X3,0.11313338564201801,Space filling (16),817,16
Random Normal,Random Normal,0.0959745841908601,Space filling (16),817,16
X1,X1,0.18093400717568806,Space filling (16),818,16
X2,X2,0.5502081342931323,Space filling (16),818,16
X3 (non-informative),X3,0.12321501545577927,Space filling (16),818,16
Random Normal,Random Normal,0.14564284307540037,Space filling (16),818,16
X1,X1,0.16351231858301676,Space filling (16),819,16
X2,X2,0.5080370670614657,Space filling (16),819,16
X3 (non-informative),X3,0.17745004396554867,Space filling (16),819,16
Random Normal,Random Normal,0.1510005703899689,Space filling (16),819,16
X1,X1,0.09906058616699798,Space filling (16),820,16
X2,X2,0.42741229400809516,Space filling (16),820,16
X3 (non-informative),X3,0.12782397536713042,Space filling (16),820,16
Random Normal,Random Normal,0.34570314445777645,Space filling (16),820,16
X1,X1,0.16986925748929127,Space filling (16),821,16
X2,X2,0.4966229772494994,Space filling (16),821,16
X3 (non-informative),X3,0.16575063260318465,Space filling (16),821,16
Random Normal,Random Normal,0.16775713265802467,Space filling (16),821,16
X1,X1,0.161486742406773,Space filling (16),822,16
X2,X2,0.6467519398695047,Space filling (16),822,16
X3 (non-informative),X3,0.1325923650960509,Space filling (16),822,16
Random Normal,Random Normal,0.05916895262767133,Space filling (16),822,16
X1,X1,0.14334797924774575,Space filling (16),823,16
X2,X2,0.6118375041000333,Space filling (16),823,16
X3 (non-informative),X3,0.14363646578985007,Space filling (16),823,16
Random Normal,Random Normal,0.10117805086237083,Space filling (16),823,16
X1,X1,0.1580655609976917,Space filling (16),824,16
X2,X2,0.5846384424976834,Space filling (16),824,16
X3 (non-informative),X3,0.15166677345137855,Space filling (16),824,16
Random Normal,Random Normal,0.10562922305324635,Space filling (16),824,16
X1,X1,0.1752747986171638,Space filling (16),825,16
X2,X2,0.599678752404837,Space filling (16),825,16
X3 (non-informative),X3,0.09863364341104826,Space filling (16),825,16
Random Normal,Random Normal,0.12641280556695086,Space filling (16),825,16
X1,X1,0.19180320008798932,Space filling (16),826,16
X2,X2,0.6244150904434972,Space filling (16),826,16
X3 (non-informative),X3,0.09939432046747902,Space filling (16),826,16
Random Normal,Random Normal,0.0843873890010345,Space filling (16),826,16
X1,X1,0.16166438139400036,Space filling (16),827,16
X2,X2,0.6000407372173213,Space filling (16),827,16
X3 (non-informative),X3,0.1572671441603665,Space filling (16),827,16
Random Normal,Random Normal,0.08102773722831184,Space filling (16),827,16
X1,X1,0.17216748777431162,Space filling (16),828,16
X2,X2,0.573044218046821,Space filling (16),828,16
X3 (non-informative),X3,0.1408965510185489,Space filling (16),828,16
Random Normal,Random Normal,0.11389174316031846,Space filling (16),828,16
X1,X1,0.22170503273336292,Space filling (16),829,16
X2,X2,0.5568426407087672,Space filling (16),829,16
X3 (non-informative),X3,0.12848929983503454,Space filling (16),829,16
Random Normal,Random Normal,0.0929630267228353,Space filling (16),829,16
X1,X1,0.12707837938944105,Space filling (16),830,16
X2,X2,0.4976776538184201,Space filling (16),830,16
X3 (non-informative),X3,0.15322446435220402,Space filling (16),830,16
Random Normal,Random Normal,0.22201950243993485,Space filling (16),830,16
X1,X1,0.21979543662151754,Space filling (16),831,16
X2,X2,0.5076155205878446,Space filling (16),831,16
X3 (non-informative),X3,0.15379094119123699,Space filling (16),831,16
Random Normal,Random Normal,0.11879810159940084,Space filling (16),831,16
X1,X1,0.07802407024730745,Space filling (16),832,16
X2,X2,0.6851077370947699,Space filling (16),832,16
X3 (non-informative),X3,0.12481079357060249,Space filling (16),832,16
Random Normal,Random Normal,0.11205739908732013,Space filling (16),832,16
X1,X1,0.13054781770802454,Space filling (16),833,16
X2,X2,0.45065474278197676,Space filling (16),833,16
X3 (non-informative),X3,0.17181522022742662,Space filling (16),833,16
Random Normal,Random Normal,0.24698221928257205,Space filling (16),833,16
X1,X1,0.17966277568314235,Space filling (16),834,16
X2,X2,0.5675346716680063,Space filling (16),834,16
X3 (non-informative),X3,0.12536294450997293,Space filling (16),834,16
Random Normal,Random Normal,0.12743960813887836,Space filling (16),834,16
X1,X1,0.11079706390392126,Space filling (16),835,16
X2,X2,0.45252234894407417,Space filling (16),835,16
X3 (non-informative),X3,0.10910387113508468,Space filling (16),835,16
Random Normal,Random Normal,0.3275767160169199,Space filling (16),835,16
X1,X1,0.1793371918166055,Space filling (16),836,16
X2,X2,0.5439115455239205,Space filling (16),836,16
X3 (non-informative),X3,0.18075279468537797,Space filling (16),836,16
Random Normal,Random Normal,0.09599846797409596,Space filling (16),836,16
X1,X1,0.1137147726329182,Space filling (16),837,16
X2,X2,0.5809570630906435,Space filling (16),837,16
X3 (non-informative),X3,0.12005483274586101,Space filling (16),837,16
Random Normal,Random Normal,0.1852733315305772,Space filling (16),837,16
X1,X1,0.1455343999014987,Space filling (16),838,16
X2,X2,0.5423634277609964,Space filling (16),838,16
X3 (non-informative),X3,0.16935818133710323,Space filling (16),838,16
Random Normal,Random Normal,0.1427439910004016,Space filling (16),838,16
X1,X1,0.1283422934549437,Space filling (16),839,16
X2,X2,0.55476561604995,Space filling (16),839,16
X3 (non-informative),X3,0.14376313084536,Space filling (16),839,16
Random Normal,Random Normal,0.17312895964974634,Space filling (16),839,16
X1,X1,0.15019440490031297,Space filling (16),840,16
X2,X2,0.6277652215612447,Space filling (16),840,16
X3 (non-informative),X3,0.11339559783114679,Space filling (16),840,16
Random Normal,Random Normal,0.10864477570729554,Space filling (16),840,16
X1,X1,0.16253167727970172,Space filling (16),841,16
X2,X2,0.6417455578467446,Space filling (16),841,16
X3 (non-informative),X3,0.11928508882665503,Space filling (16),841,16
Random Normal,Random Normal,0.0764376760468987,Space filling (16),841,16
X1,X1,0.1466715656869947,Space filling (16),842,16
X2,X2,0.6279957739971701,Space filling (16),842,16
X3 (non-informative),X3,0.11780009403698316,Space filling (16),842,16
Random Normal,Random Normal,0.10753256627885203,Space filling (16),842,16
X1,X1,0.15829881629374398,Space filling (16),843,16
X2,X2,0.5754067624738564,Space filling (16),843,16
X3 (non-informative),X3,0.10575754879867018,Space filling (16),843,16
Random Normal,Random Normal,0.1605368724337295,Space filling (16),843,16
X1,X1,0.1621399241252014,Space filling (16),844,16
X2,X2,0.5078516379528222,Space filling (16),844,16
